,DateTime,Text
365,2020-03-11 18:52:45+00:00,"....Together we are putting into policy a plan to prevent, detect, treat and create a vaccine against CoronaVirus to save lives in America and the world. America will get it done!"
366,2020-03-11 18:52:44+00:00,"America is the Greatest Country in the world. We have the best scientists, doctors, nurses and health care professionals. They are amazing people who do phenomenal things every day...."
367,2020-03-11 18:50:10+00:00,Someone needs to tell the Democrats in Congress that CoronaVirus doesn’t care what party you are in. We need to protect ALL Americans!
368,2020-03-11 14:22:00+00:00,"Vanity Fair Magazine, which will soon be out of business, and their third rate Fake reporters, who make up sources which don’t exist, wrote yet another phony & boring hit piece. The facts are just the opposite. Our team is doing a great job with CoronaVirus!"
369,2020-03-11 14:08:11+00:00,Thank you Gavin. Team is doing a great job!
370,2020-03-11 05:32:35+00:00,THANK YOU IDAHO! #KAG2020
371,2020-03-11 04:55:59+00:00,"Pocahontas, working in conjunction with the Democrat Party, totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier, Sanders would have beaten Biden in a route, it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!"
372,2020-03-11 03:28:10+00:00,THANK YOU WASHINGTON! #KAG2020
373,2020-03-11 03:27:42+00:00,THANK YOU NORTH DAKOTA! #KAG2020
374,2020-03-11 01:54:14+00:00,"....(which is under siege), is strong on Crime and the Border, and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville, a winner, has my Complete and Total Endorsement. I love Alabama!"
375,2020-03-11 01:54:13+00:00,"Tommy Tuberville (@TTuberville) is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG, or our Country, down! Tommy will protect your Second Amendment...."
376,2020-03-11 01:07:05+00:00,THANK YOU MICHIGAN! #KAG2020
377,2020-03-11 00:55:26+00:00,THANK YOU MISSOURI! #KAG2020
378,2020-03-11 00:52:39+00:00,THANK YOU MISSISSIPPI! #KAG2020
379,2020-03-10 21:59:35+00:00,"Best unemployment numbers in the history of our Country. Best employment number EVER, almost 160 million people working right now. Vote Republican, unless you want to see these numbers obliterated!"
380,2020-03-10 21:31:54+00:00,"If you like automobiles, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!"
381,2020-03-10 18:41:08+00:00,Great meeting on Capitol Hill with the @SenateGOP!
382,2020-03-10 16:44:33+00:00,Thank you @SenateGOP!
383,2020-03-10 14:48:18+00:00,"Ronald Reagan’s great economist, the recipient of the Presidential Medal of Freedom, has just said great things about a Payroll Tax Cut!"
384,2020-03-10 14:44:11+00:00,Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!
385,2020-03-10 14:42:24+00:00,"Nancy Pelosi just said, “I don’t know if we can be ready this week.” In other words, it’s off to vacation for the Do Nothing Democrats. That’s been the story with them for 1 1/2 years!"
386,2020-03-10 14:28:57+00:00,"There is another Russia, Russia, Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff, so I wouldn’t expect too much! @DHS_Wolf"
387,2020-03-10 14:02:12+00:00,"The Federal Reserve must be a leader, not a very late follower, which it has been!"
388,2020-03-10 14:00:07+00:00,"Our pathetic, slow moving Federal Reserve, headed by Jay Powell, who raised rates too fast and lowered too late, should get our Fed Rate down to the levels of our competitor nations. They now have as much as a two point advantage, with even bigger currency help. Also, stimulate!"
389,2020-03-10 13:48:19+00:00,Well deserved Jack. A great honor!
390,2020-03-10 13:46:15+00:00,"True, with number 1 being more important!"
391,2020-03-10 13:23:21+00:00,Going to be a BAD day for Crazy Bernie!
392,2020-03-10 11:36:36+00:00,Polls say they BOTH lose to “Trump”.
393,2020-03-10 11:33:52+00:00,"Wow! @foxandfriends blew away the competition of Morning Joke (which did very poorly) on MSDNC (Another Comcast sleaze production), and @CNN’s New Day, in the Morning Television Ratings. A total blowout, but that’s what you get when you treat “Trump” fairly!"
394,2020-03-10 11:08:03+00:00,Going up fast. We need the Wall more than ever!
395,2020-03-10 04:49:44+00:00,Fake News!!
396,2020-03-10 04:38:20+00:00,"Oklahoma, Vote for your GREAT Senator Today. Nobody better than Jim!"
397,2020-03-09 21:36:08+00:00,"THANK YOU, Jim, for your incredible support of our #MAGA Agenda! You are a tremendous Senator for the people of the Great State of Oklahoma and you have my Complete and Total Endorsement!"
398,2020-03-09 21:34:37+00:00,"Congressman @StevenPalazzo is doing a fantastic job for the people of Mississippi. He strongly supports our #MAGA Agenda. Steven will continue to protect your #2A, &amp; Support our INCREDIBLE Vets &amp; Military. Steven has my Complete Endorsement. VOTE for Steven tomorrow, March 10th!"
399,2020-03-09 21:29:35+00:00,"Congressman Michael Guest (@GuestCongress) is an incredible fighter for the Great State of Mississippi. Michael is strong on Crime and the Border, he loves our Military and Vets. Michael has my Complete and Total Endorsement! Get out and Vote for Michael tomorrow, March 10th!"
400,2020-03-09 14:47:59+00:00,"So last year 37,000 Americans died from the common Flu. It averages between 27,000 and 70,000 per year. Nothing is shut down, life & the economy go on. At this moment there are 546 confirmed cases of CoronaVirus, with 22 deaths. Think about that!"
401,2020-03-09 14:36:50+00:00,"Saudi Arabia and Russia are arguing over the price and flow of oil. That, and the Fake News, is the reason for the market drop!"
402,2020-03-09 14:36:49+00:00,"Good for the consumer, gasoline prices coming down!"
403,2020-03-09 13:17:12+00:00,So much FAKE NEWS!
404,2020-03-09 13:16:05+00:00,The BEST decision made was the toughest of them all - which saved many lives. Our VERY early decision to stop travel to and from certain parts of the world!
405,2020-03-09 13:11:47+00:00,Great job being done by the @VP and the CoronaVirus Task Force. Thank you!
406,2020-03-09 11:40:56+00:00,The Obama/Biden Administration is the most corrupt Administration in the history of our Country!
407,2020-03-09 11:39:35+00:00,"“Trump has outmastered the Deep State. He’s light years ahead of us.” MSDNC. I disagree. We have a long way to go. There are still some very bad, sick people in our government - people who do not love our Country (In fact, they hate our Country!)."
408,2020-03-09 11:33:37+00:00,"Now the Democrats are trying to smear Bernie with Russia, Russia, Russia. They are driving him Crazy!"
409,2020-03-09 11:30:18+00:00,Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?
410,2020-03-09 11:24:52+00:00,"Cryin’ Chuck Schumer said, “You will pay the price for this. You won’t know what HIT YOU.” That is far beyond simple rhetoric. That is a physical threat, or at least a threat that you better vote for us.” Trouble ahead!"
411,2020-03-09 11:20:43+00:00,"The Fake News Media and their partner, the Democrat Party, is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation, far beyond what the facts would warrant. Surgeon General, “The risk is low to the average American.”"
412,2020-03-09 11:10:47+00:00,"A great book, support Charlie, BUY IT! Already Number One."
413,2020-03-09 10:17:11+00:00,Working hard Lori!
414,2020-03-09 05:25:11+00:00,"There are no mixed messages, only political weaponization by people like you and your brother, Fredo!"
415,2020-03-08 22:18:35+00:00,"Who knows what this means, but it sounds good to me!"
416,2020-03-08 16:23:39+00:00,"The New York Times is an embarrassment to journalism. They were a dead paper before I went into politics, and they will be a dead paper after I leave, which will be in 5 years. Fake News is the Enemy of the people!"
417,2020-03-08 12:45:45+00:00,"We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas, which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!"
418,2020-03-08 05:24:08+00:00,Thank you @SenatorTimScott!
419,2020-03-08 04:42:08+00:00,".....least 5 States & the Nomination. Did the DNC & Dems tell Elizabeth Warren to wait? If so, they were deadly, the race would have been over, & Bernie would have won. Dirty double dealing? Nobody knows for sure, & history will be the judge. But I say, here we go AGAIN, Bernie!"
420,2020-03-08 04:42:07+00:00,"We have now learned for sure that the Democrats don’t want anything to do with Crazy Bernie. Rigged? First @amyklobuchar &amp; @PeteButtigieg quit the race &amp; come out for Sleepy Joe BEFORE Super Tuesday. Pocahontas says NO &amp; quits race AFTER ELECTION, thereby depriving Bernie of at.."
421,2020-03-08 03:56:39+00:00,I agree with Joe!
422,2020-03-08 03:47:31+00:00,Thank you to the Great State of Tennessee. We are with you all the way!
423,2020-03-07 03:45:41+00:00,"Thank you @GovBillLee and @MariaLeeTN. My Administration will always be there for the Great People of Tennessee. Together, we will prevail! https://twitter.com/MariaLeeTN/status/1236052152398876672"
424,2020-03-07 01:08:20+00:00,....I want to thank Acting Chief Mick Mulvaney for having served the Administration so well. He will become the United States Special Envoy for Northern Ireland. Thank you!
425,2020-03-07 01:08:19+00:00,"I am pleased to announce that Congressman Mark Meadows will become White House Chief of Staff. I have long known and worked with Mark, and the relationship is a very good one...."
426,2020-03-07 00:19:02+00:00,Congratulations to @FoxNews!
427,2020-03-06 21:21:27+00:00,
428,2020-03-06 21:18:54+00:00,"Thank you @GovBillLee. We are a phone call away, and here for you!"
429,2020-03-06 20:59:00+00:00,"My Administration is with you all of the way, Tennessee. We love you!"
430,2020-03-06 15:47:58+00:00,"Spoke to Governor @GavinNewsom early this morning about the cruise ship quarantined off the California Coast. CoronaVirus test kits have been delivered, testing is taking place now."
431,2020-03-06 15:38:06+00:00,"It is FAKE NEWS that @HHSGov @SecAzar is “sidelined” from the great job he is doing on the CoronaVirus Task Force. He has the total confidence of the @VP and myself, and is doing a fantastic job, as the numbers would indicate!"
432,2020-03-06 15:08:07+00:00,"I will protect your Social Security and Medicare, just as I have for the past 3 years. Sleepy Joe Biden will destroy both in very short order, and he won’t even know he’s doing it!"
433,2020-03-06 15:03:25+00:00, https://twitter.com/SenateGOP/status/1235929951544672256
434,2020-03-06 14:21:18+00:00,"JOBS, JOBS, JOBS!!!"
435,2020-03-06 05:21:26+00:00,"Thanks Linda, but they were really good last night!"
436,2020-03-06 05:15:37+00:00,Thank you!
437,2020-03-06 03:49:40+00:00,My great honor!
438,2020-03-06 03:33:20+00:00,Thank you Audrey!
439,2020-03-06 03:27:23+00:00,"The WALL is well under construction. So far we’re up to 129 miles, and by early next year we will have 500 miles completed!"
440,2020-03-06 03:18:37+00:00,"We have appointed 220 Federal Judges and two Supreme Court Justices. PROMISES MADE, PROMISES KEPT!"
441,2020-03-06 03:15:23+00:00,"Thank you David, a lifelong Democrat from Pennsylvania. We will continue MAKING AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!!!!"
442,2020-03-06 02:05:17+00:00,"Thank you Scranton, Pennsylvania. It was a great evening!"
443,2020-03-06 01:59:14+00:00,Tonight’s Fox News Town Hall with @MarthaMacCallum and @BretBaier will rebroadcast at 11:00 P.M. Eastern on @FoxNews. Enjoy!
444,2020-03-05 20:38:22+00:00,Thank you Nan!
445,2020-03-05 20:34:49+00:00,"Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu, where nearly 13,000 people died in the U.S., was poorly handled. Ask MSDNC & lightweight Washington failure @RonaldKlain, who the President was then?"
446,2020-03-05 19:02:39+00:00,"The Department of Education is NOT closing hundreds of schools in rural areas of our Country. This is just more Fake News. We are investing greatly in our schools, and always will!"
447,2020-03-05 18:28:49+00:00,"Mini Mike, you’re easy! https://twitter.com/MikeBloomberg/status/1235232463045177344"
448,2020-03-05 16:34:21+00:00,"With approximately 100,000 CoronaVirus cases worldwide, and 3,280 deaths, the United States, because of quick action on closing our borders, has, as of now, only 129 cases (40 Americans brought in) and 11 deaths. We are working very hard to keep these numbers as low as possible!"
449,2020-03-05 16:22:04+00:00,“Joe Biden represents the past. President Trump represents the future.” @LisaMarieBoothe @edhenry @FoxNews
450,2020-03-05 16:10:49+00:00,"Elizabeth “Pocahontas” Warren, who was going nowhere except into Mini Mike’s head, just dropped out of the Democrat Primary...THREE DAYS TOO LATE. She cost Crazy Bernie, at least, Massachusetts, Minnesota and Texas. Probably cost him the nomination! Came in third in Mass."
451,2020-03-05 16:02:43+00:00,".@GOPLeader Kevin McCarthy informed me that I was 20 for 20 on Tuesday with respect to my Endorsement of candidates. Sadly, I didn’t get that information from the Fake News Media. They don’t report those things, or the far more than Dems cumulative votes, despite no opposition!"
452,2020-03-05 15:53:33+00:00,"“I want to commend the President for how he has handled the CoronaVirus situation, especially his early decision to shut down access into our Country from China, despite strong opposition to that decision.” @SenTomCotton Thank you Tom!"
453,2020-03-05 15:30:50+00:00,Schumer has brought great danger to the steps of the United States Supreme Court!
454,2020-03-05 14:30:50+00:00,"I NEVER said people that are feeling sick should go to work. This is just more Fake News and disinformation put out by the Democrats, in particular MSDNC. Comcast covers the CoronaVirus situation horribly, only looking to do harm to the incredible & successful effort being made!"
455,2020-03-05 14:11:25+00:00,"As per recent Federal Court ruling, the Federal Government will be withholding funds from Sanctuary Cities. They should change their status and go non-Sanctuary. Do not protect criminals!"
456,2020-03-05 04:16:20+00:00,
457,2020-03-05 04:03:48+00:00,
458,2020-03-05 02:03:37+00:00,I will be interviewed by @seanhannity on @FoxNews at 9:10 P.M.
459,2020-03-05 01:23:29+00:00,Retired Four Star General Jack Keane will receive the PRESIDENTIAL MEDAL OF FREEDOM next week!
460,2020-03-05 01:03:06+00:00,"There can be few things worse in a civilized, law abiding nation, than a United States Senator openly, and for all to see and hear, threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!"
461,2020-03-05 00:21:01+00:00,"This is a direct & dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be arrested, or impeached. Serious action MUST be taken NOW!"
462,2020-03-04 23:49:47+00:00,"Thank you, keep up the great work!"
463,2020-03-04 23:46:50+00:00,"Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov, @HHSGov, and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, our Economy, and our Nation!"
464,2020-03-04 23:43:30+00:00,Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!
465,2020-03-04 20:06:11+00:00,"Pandering Mini Mike Bloomberg, along with his wacky friend, Tom Steyer, have found out the hard way that you can’t buy the election! They both wish they had it to do over again!"
466,2020-03-04 19:30:11+00:00,"Today, it was my great honor to address the @LatinoCoalition Legislative Summit. With the hard work, love &amp; devotion of millions of incredible Hispanic-Americans, our Country is thriving, our people are prospering, and our future has never looked brighter!"
467,2020-03-04 16:06:04+00:00,"Mini Mike, “Three months ago I entered the race for President to defeat Donald Trump, (and I failed miserably!)."
468,2020-03-04 15:57:08+00:00,"Mini Mike Bloomberg will now FIRE Tim O’Brien, and all of the fools and truly dumb people who got him into this MESS. This has been the worst, and most embarrassing, experience of his life...and now on to Sleepy Joe!"
469,2020-03-04 15:40:01+00:00,"Mini Mike Bloomberg just “quit” the race for President. I could have told him long ago that he didn’t have what it takes, and he would have saved himself a billion dollars, the real cost. Now he will pour money into Sleepy Joe’s campaign, hoping to save face. It won’t work!"
470,2020-03-04 15:32:30+00:00,"The Mayor of Los Angeles, @ericgarcetti, is dealing with us trying to get the Federal Government to fix the terrible problem he and the Dems have caused with the homeless, and the horrendous effects it is having on the City, which is a mess. I then watch him talk “trash” on me!"
471,2020-03-04 15:21:44+00:00,"Wow! If Elizabeth Warren wasn’t in the race, Bernie Sanders would have EASILY won Massachusetts, Minnesota and Texas, not to mention various other states. Our modern day Pocahontas won’t go down in history as a winner, but she may very well go down as the all time great SPOILER!"
472,2020-03-04 14:56:01+00:00,"The great people of Montana can have no better VOICE than Senator @SteveDaines. He is doing an incredible job! Whoever the Democrat nominee may be, please understand that I will be working hard with Steve all the way, &amp; last night I was 20 for 20 (per @GOPLeader). WE NEED STEVE!"
473,2020-03-04 14:20:44+00:00,"I will be going to the Great State of Tennessee on Friday. The USA stands with the people of Tennessee 100%, whatever they need! The tornadoes were of record size & velocity. God bless your loved ones & all of the families affected! Thanks to @GovBillLee &amp; @MarshaBlackburn"
474,2020-03-04 12:48:23+00:00,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!!!!"
475,2020-03-04 12:31:24+00:00,"This is what happens to someone who loyally gets appointed Attorney General of the United States & then doesn’t have the wisdom or courage to stare down & end the phony Russia Witch Hunt. Recuses himself on FIRST DAY in office, and the Mueller Scam begins!"
476,2020-03-04 12:12:29+00:00,"So selfish for Elizabeth Warren to stay in the race. She has Zero chance of even coming close to winning, but hurts Bernie badly. So much for their wonderful liberal friendship. Will he ever speak to her again? She cost him Massachusetts (and came in third), he shouldn’t!"
477,2020-03-04 11:52:25+00:00,"The Democrat establishment came together and crushed Bernie Sanders, AGAIN! Even the fact that Elizabeth Warren stayed in the race was devastating to Bernie and allowed Sleepy Joe to unthinkably win Massachusetts. It was a perfect storm, with many good states remaining for Joe!"
478,2020-03-04 05:59:06+00:00,THANK YOU CALIFORNIA! #KAG2020
479,2020-03-04 05:58:38+00:00,THANK YOU UTAH! #KAG2020
480,2020-03-04 03:39:34+00:00,But they really knew who was going to win!
481,2020-03-04 03:35:16+00:00,"Elizabeth “Pocahontas” Warren, other than Mini Mike, was the loser of the night. She didn’t even come close to winning her home state of Massachusetts. Well, now she can just sit back with her husband and have a nice cold beer!"
482,2020-03-04 03:23:58+00:00,"The biggest loser tonight, by far, is Mini Mike Bloomberg. His “political” consultants took him for a ride. $700 million washed down the drain, and he got nothing for it but the nickname Mini Mike, and the complete destruction of his reputation. Way to go Mike!"
483,2020-03-04 03:11:35+00:00,THANK YOU ARKANSAS! #KAG2020
484,2020-03-04 03:10:59+00:00,THANK YOU MINNESOTA! #KAG2020
485,2020-03-04 02:50:25+00:00,THANK YOU COLORADO! #KAG2020
486,2020-03-04 02:06:45+00:00,THANK YOU TEXAS! #KAG2020
487,2020-03-04 01:40:50+00:00,THANK YOU MAINE! #KAG2020
488,2020-03-04 01:30:01+00:00,THANK YOU TENNESSEE! #KAG2020
489,2020-03-04 01:28:58+00:00,THANK YOU MASSACHUSETTS! #KAG2020
490,2020-03-04 01:27:22+00:00,THANK YOU OKLAHOMA! #KAG2020
491,2020-03-04 01:26:57+00:00,THANK YOU ALABAMA! #KAG2020
492,2020-03-04 00:55:21+00:00,THANK YOU NORTH CAROLINA! #KAG2020
493,2020-03-04 00:54:49+00:00,THANK YOU VERMONT! #KAG2020
494,2020-03-03 23:18:04+00:00,"The National Institutes of Health is home to some of the greatest doctors, scientists, and researchers in the world. Thank you for all your doing @NIH, keep up the great work! https://twitter.com/WhiteHouse/status/1234928714053369856"
495,2020-03-03 21:10:46+00:00,"I am calling on Congress to send me a Bill that fully and permanently funds the LWCF and restores our National Parks. When I sign it into law, it will be HISTORIC for our beautiful public lands. ALL thanks to @SenCoryGardner and @SteveDaines, two GREAT Conservative Leaders!"
496,2020-03-03 18:30:37+00:00,I commend the hard work of Senator @SteveDaines and @SenCoryGardner in protecting funding for the Land and Water Conservation Fund for years to come. The citizens of Montana and Colorado thank you both!
497,2020-03-03 17:34:28+00:00,#PrayForNashville
498,2020-03-03 17:30:01+00:00,"It was my great honor to address the National Association of Counties Legislative Conference where 1,200 County Leaders whose incredible devotion, talent, and drive directly and profoundly improve the lives of millions of Americans each and every day."
499,2020-03-03 15:51:43+00:00,"The Federal Reserve is cutting but must further ease and, most importantly, come into line with other countries/competitors. We are not playing on a level field. Not fair to USA. It is finally time for the Federal Reserve to LEAD. More easing and cutting!"
500,2020-03-03 14:49:00+00:00,Prayers for all of those affected by the devastating tornadoes in Tennessee. We will continue to monitor the developments. The Federal Government is with you all of the way during this difficult time.
501,2020-03-03 14:30:27+00:00,"Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a choker!"
502,2020-03-03 14:00:33+00:00,"New book by @charliekirk11, already number 1, “The MAGA Doctrine”. Really great, SUPPORT CHARLIE KIRK. Buy now!"
503,2020-03-03 13:30:21+00:00,Go Admiral Ronny!
504,2020-03-03 13:24:48+00:00,"Texas & Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!"
505,2020-03-03 06:34:02+00:00,"....paying higher rates than many others, when we should be paying less. Tough on our exporters and puts the USA at a competitive disadvantage. Must be the other way around. Should ease and cut rate big. Jerome Powell led Federal Reserve has called it wrong from day one. Sad!"
506,2020-03-03 06:34:02+00:00,"Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5%, a record low. Other countries are doing the same thing, if not more so. Our Federal Reserve has us...."
507,2020-03-03 04:41:26+00:00,"Thank you @JackBrewerBSI. We’re with you all the way. The American people know what’s going on, they totally get it. Watch what happens in November 2020! Thank you for your continued support. Together, we are going to KEEP AMERICA GREAT! #BlackVoicesforTrump"
508,2020-03-03 04:23:55+00:00,"WOW! Sleepy Joe doesn’t know where he is, or what he’s doing. Honestly, I don’t think he even knows what office he's running for!"
509,2020-03-03 04:17:15+00:00,"The Democrats in the House should propose a very simple one year Payroll Tax cut. Great for the middle class, great for the USA!"
510,2020-03-03 04:03:59+00:00,
511,2020-03-03 01:52:34+00:00,"This is an incredible time for our nation—we are in the midst of the Great American Comeback! Jobs are booming, incomes are soaring, poverty is plummeting, confidence is surging, and we have completely rebuilt the awesome power of the U.S. Military. PROMISES MADE, PROMISES KEPT!"
512,2020-03-03 01:34:50+00:00,"I was thrilled to be back in the Great city of Charlotte, North Carolina with thousands of hardworking American Patriots who love our Country, cherish our values, respect our laws, and always put AMERICA FIRST! Thank you for a wonderful evening!! #KAG2020"
513,2020-03-03 01:24:53+00:00,
514,2020-03-02 23:06:03+00:00,"WOW! Thank you, just landed, see everyone soon! #KAG2020 "
515,2020-03-02 21:47:49+00:00,Departing for the Great State of North Carolina!
516,2020-03-02 21:32:54+00:00,They are staging a coup against Bernie!
517,2020-03-02 19:55:40+00:00,THANK YOU!
518,2020-03-02 19:55:07+00:00,"Michelle @FischbachMN7 is running for Congress in Minnesota. Michelle will protect the unborn, is Strong on Crime &amp; Borders, Cutting Taxes, your #2A, Loves our Military, Vets, &amp; will stand w/ our Great Farmers. Michelle has my Complete &amp; Total Endorsement!"
519,2020-03-02 19:51:43+00:00,Congresswoman Kay @GrangerCampaign has worked hard for Texas and been a strong supporter of our #MAGA Agenda. She’s strong on #2A and Securing our Border and is 100% pro-life. Kay has my Complete and Total Endorsement!
520,2020-03-02 19:48:04+00:00,THANK YOU @BillCassidy for all of your support with our #MAGA Agenda. You are doing an outstanding job representing the people of Louisiana &amp; the U.S.A. You have my Complete and Total Endorsement! #KAG2020
521,2020-03-02 17:01:23+00:00,"The only people in favor of Mini Mike continuing with his hapless campaign are me and his political consultants, who are getting richer and richer by the day!"
522,2020-03-02 16:43:33+00:00,".@FoxNews is working hard pushing the Radical Left, Do Nothing Democrats. They want to be, unlike their competitors, @CNN &amp; MSDNC (Comcast), Fair &amp; Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!"
523,2020-03-02 15:16:34+00:00,"....competitive disadvantage. We should be leading, not following!"
524,2020-03-02 15:16:33+00:00,"As usual, Jay Powell and the Federal Reserve are slow to act. Germany and others are pumping money into their economies. Other Central Banks are much more aggressive. The U.S. should have, for all of the right reasons, the lowest Rate. We don’t, putting us at a....."
525,2020-03-02 14:19:23+00:00,"Jack Welch, former Chairman and CEO of GE, a business legend, has died. There was no corporate leader like “neutron” Jack. He was my friend and supporter. We made wonderful deals together. He will never be forgotten. My warmest sympathies to his wonderful wife & family!"
526,2020-03-02 12:55:20+00:00,I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!
527,2020-03-02 12:42:49+00:00,"“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!"
528,2020-03-02 12:26:23+00:00,I am meeting with the major pharmaceutical companies today at the White House about progress on a vaccine and cure. Progress being made!
529,2020-03-02 02:33:02+00:00,“The Democrat Party is a field of lightweights in complete disarray.” @kayleighmcenany @JudgeJeanine
530,2020-03-02 02:31:32+00:00,"Gallup Poll numbers on the handling of this situation are outstanding, the best. Thank you!"
531,2020-03-02 02:12:12+00:00,"Watch Mark Levin interview of Charlie Kirk tonight at 11:00 P.M. on @FoxNews. Amazing!!! And, while you’re at it, go get Charlie’s new book, “The MAGA Doctrine: The Only Ideas That Will Win the Future”...This is a really GREAT book. Support Charlie Kirk!"
532,2020-03-02 01:10:07+00:00,Sleepy Eyes Chuck Todd is not at the top of his game! Thank you.
533,2020-03-02 01:07:58+00:00,"Sleepy Joe Biden also said that guns killed 150 million Americans last year, wants to win Georgia on Super Tuesday (not up), and got his speaking location wrong again!"
534,2020-03-02 00:56:40+00:00,Thank you!
535,2020-03-02 00:54:07+00:00,Thank you. I love you too!
536,2020-03-02 00:46:51+00:00,The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never did right by them!
537,2020-03-02 00:08:40+00:00,"Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!"
538,2020-03-01 23:43:34+00:00,"Pete Buttigieg is OUT. All of his SuperTuesday votes will go to Sleepy Joe Biden. Great timing. This is the REAL beginning of the Dems taking Bernie out of play - NO NOMINATION, AGAIN!"
539,2020-03-01 21:13:29+00:00,"People are disgusted and embarrassed by the Fake News Media, as headed by the @nytimes, @washingtonpost, @comcast &amp; MSDNC, @ABC, @CBSNews and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!"
540,2020-03-01 21:00:52+00:00,"“Who better than @RepRatcliffe, who got to the bottom of the FISAGATE &amp; RUSSIAGATE HOAX. It makes a lot of sense to put John Ratcliffe in there (DNI).The Senate should quickly approve him. @DevinNunes @MariaBartiromo John will do a great job for the American people!"
541,2020-03-01 20:17:46+00:00,"A Poll in today’s New York Post says that 77% of “U.S. adults have confidence in their government’s ability to handle the Coronavirus (Number One), compared to other health threats.” 64% for Zika, 58% for Ebola. Others way down on list. Our professionals are doing a great job!"
542,2020-03-01 15:11:11+00:00,"The food is GREAT at Sammy’s Mexican Grill in Phoenix, Arizona. Congratulations to Betty & Jorge Rivas on doing such a wonderful job. I will try hard to stop by the next time I am in Phoenix. Support Sammy’s! @foxandfriends"
543,2020-03-01 13:31:59+00:00,"Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries, or areas within those countries, they will also be screened when they arrive in America. Thank you! @VP @SecAzar @CDCgov @CDCDirector"
544,2020-03-01 13:23:38+00:00,.....a very dark and lonely path! Your reputation will never be the same!
545,2020-03-01 13:23:34+00:00,"Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!), are on the “gravy train” and all making a fortune for themselves pushing Mini hard, when they knew he never had what it takes. Don’t pay them anymore Mike, they led you down...."
546,2020-03-01 05:39:39+00:00,"I would find it hard to believe that failed presidential candidates Tom Steyer, or Mini Mike Bloombeg, would contribute to the Democrat Party, even against me, after the way they have been treated - laughed at & mocked. The real politicians ate them up and spit them out!"
547,2020-03-01 05:30:08+00:00,"Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!"
548,2020-03-01 04:49:32+00:00,Congratulations to Sleepy Joe Biden!
549,2020-03-01 04:45:36+00:00,"Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders, and take the nomination away from him!"
